open,high,low,close,volume,datetime,BBANDS_lower_SMA,BBANDS_mid_SMA,BBANDS_upper_SMA,BBANDS_lower_EMA,BBANDS_mid_EMA,BBANDS_upper_EMA,RSI,MACD,MACD_hist,MACD_sig,BBands_SMA_result,BBands_EMA_result,RSI_result,MACD_result
57.14,57.15,57.14,57.14,2050.0,2025-08-25 09:43:00+00:00,57.05635771410469,57.168000000000006,57.27964228589532,57.049817063151266,57.16145934904658,57.273101634941895,48.58271037255053,0.005269347849463202,-0.011828061037685939,0.01709740888714914,hold,hold,hold,hold
57.2,57.2,57.19,57.19,480.0,2025-08-25 09:44:00+00:00,57.05694644137766,57.169000000000004,57.28105355862235,57.0521239476579,57.16417750628024,57.27623106490258,52.976630988774886,0.007134501416601324,-0.007970325976438253,0.015104827393039578,hold,hold,hold,hold
57.2,57.2,57.2,57.2,661.0,2025-08-25 09:49:00+00:00,57.05823475712823,57.17100000000001,57.28376524287178,57.05482392947702,57.16758917234879,57.280354415220565,53.82649713213267,0.009312220007188898,-0.004634085908680545,0.013946305915869444,hold,hold,hold,hold
57.2,57.2,57.17,57.17,1054.0,2025-08-25 09:52:00+00:00,57.06180647500898,57.173,57.284193524991025,57.056625249991214,57.16781877498224,57.27901229997326,50.85693182279395,0.008519125227664404,-0.004341744550564032,0.012860869778228435,hold,hold,hold,hold
57.16,57.16,57.16,57.16,840.0,2025-08-25 09:54:00+00:00,57.07175745849976,57.1765,57.281242541500234,57.06233158824559,57.16707412974583,57.271816671246064,49.869303592886006,0.007002949827999316,-0.0046863359601832955,0.011689285788182612,hold,hold,hold,hold
57.18,57.19,57.18,57.19,1302.0,2025-08-25 09:55:00+00:00,57.076840368206746,57.179500000000004,57.28215963179326,57.066597914167254,57.16925754596051,57.27191717775377,52.82885376555129,0.008128419815982113,-0.0028486927777603994,0.010977112593742512,hold,hold,hold,sell
57.22,57.28,57.22,57.28,625.0,2025-08-25 09:58:00+00:00,57.07816985711704,57.187,57.295830142882956,57.070974303462265,57.17980444634522,57.28863458922818,60.38481316531689,0.01609705391122418,0.004095953053985333,0.012001100857238847,hold,hold,hold,hold
57.24,57.24,57.24,57.24,400.0,2025-08-25 09:59:00+00:00,57.08307800956683,57.19200000000001,57.30092199043318,57.07661536578393,57.185537356217104,57.29445934665028,56.084885139541115,0.018965960351522426,0.005571887595426863,0.013394072756095563,hold,hold,hold,hold
57.25,57.27,57.25,57.27,491.0,2025-08-25 10:00:00+00:00,57.09285523811254,57.2,57.307144761887464,57.0864366556423,57.193581417529764,57.300726179417225,58.4732847204128,0.023390705165418524,0.007997305927458367,0.015393399237960157,hold,hold,hold,hold
57.24,57.24,57.24,57.24,279.0,2025-08-25 10:01:00+00:00,57.09275952697848,57.201,57.30924047302152,57.089761761886365,57.19800223490788,57.3062427079294,55.23797828463903,0.024197662439377154,0.007043410561133598,0.017154251878243557,hold,hold,hold,hold
57.3,57.3,57.29,57.3,1689.0,2025-08-25 10:04:00+00:00,57.088518399734326,57.20399999999999,57.31948160026566,57.092234707508126,57.207716307773794,57.32319790803946,60.00432509536535,0.02934046187124295,0.009748967994399515,0.019591493876843436,hold,hold,hold,hold
57.31,57.31,57.31,57.31,227.0,2025-08-25 10:05:00+00:00,57.084197948528924,57.2085,57.33280205147108,57.09315556032426,57.21745761179534,57.341759663266416,60.75439274073291,0.03383307724524798,0.011393266694723632,0.022439810550524346,hold,hold,hold,hold
57.23,57.25,57.23,57.24,2466.0,2025-08-25 10:06:00+00:00,57.084524002304775,57.209500000000006,57.334475997695236,57.09462850821484,57.21960450591007,57.3445805036053,53.229163000159296,0.03138332487736051,0.0071548114614689295,0.024228513415891578,hold,hold,hold,hold
57.24,57.3,57.24,57.3,424.0,2025-08-25 10:07:00+00:00,57.081984616295166,57.212,57.34201538370484,57.097245835928085,57.22726121963292,57.35727660333776,58.028036075977816,0.03389268327997996,0.0077313358912707054,0.026161347388709257,hold,hold,hold,hold
57.32,57.32,57.32,57.32,710.0,2025-08-25 10:09:00+00:00,57.078026366164586,57.215500000000006,57.352973633835425,57.09861985059437,57.23609348442979,57.37356711826521,59.51903856603418,0.03706790501104251,0.008725246097866603,0.02834265891317591,hold,hold,hold,hold
57.35,57.35,57.35,57.35,188.0,2025-08-25 10:10:00+00:00,57.073117939497706,57.222500000000004,57.3718820605023,57.097559663505606,57.246941724007904,57.3963237845102,61.71595165458861,0.04152635046972364,0.010546953245238182,0.030979397224485457,hold,hold,hold,hold
57.32,57.33,57.31,57.31,6472.0,2025-08-25 10:11:00+00:00,57.07232153198352,57.2265,57.380678468016484,57.09876880608591,57.25294727410239,57.40712574211887,57.25431975297527,0.04135531656447711,0.008300735471993316,0.03305458109248379,hold,hold,hold,hold
57.34,57.34,57.34,57.34,541.0,2025-08-25 10:12:00+00:00,57.09605556627677,57.24000000000001,57.38394443372325,57.117293576178916,57.26123800990216,57.4051824436254,59.61256273056388,0.043143192375872275,0.008070889026710784,0.03507230334916149,hold,hold,hold,hold
57.27,57.27,57.27,57.27,144.0,2025-08-25 10:13:00+00:00,57.10766706827403,57.246,57.38433293172597,57.123739553423604,57.262072485149574,57.40040541687554,52.3546308541602,0.038468243881936814,0.0027167524262202564,0.03575149145571656,hold,hold,hold,buy
57.26,57.26,57.26,57.26,926.0,2025-08-25 10:14:00+00:00,57.13293803239705,57.254000000000005,57.37506196760296,57.14081313800856,57.261875105611516,57.38293707321447,51.39200548254529,0.03356942960456166,-0.0017456494809239206,0.03531507908548558,hold,hold,hold,hold
57.25,57.25,57.25,57.25,335.0,2025-08-25 10:15:00+00:00,57.15023426886761,57.2595,57.3687657311324,57.15147841203992,57.26074414317232,57.37000987430471,50.39415143707484,0.028551048850438576,-0.0054112241880376055,0.03396227303847618,hold,hold,hold,hold
57.26,57.28,57.24,57.28,4331.0,2025-08-25 10:18:00+00:00,57.159233593170825,57.263999999999996,57.36876640682917,57.15781162746959,57.26257803429876,57.36734444112793,53.32226025905504,0.02668706337241389,-0.0058201677328498375,0.032507231105263726,hold,hold,hold,hold
57.34,57.36,57.33,57.33,3727.0,2025-08-25 10:19:00+00:00,57.16629347429314,57.27049999999999,57.37470652570684,57.164792648182505,57.268999173889355,57.373205699596205,57.793864429598756,0.0289111537999176,-0.0028768618442769067,0.031788015644194506,hold,hold,hold,hold
57.33,57.34,57.31,57.31,1394.0,2025-08-25 10:20:00+00:00,57.182869138227055,57.277499999999996,57.37213086177294,57.17827315269838,57.27290401447132,57.367534876244264,55.503429148222374,0.028728761356511257,-0.0024474034301465997,0.031176164786657856,hold,hold,hold,hold
57.26,57.26,57.25,57.26,600.0,2025-08-25 10:22:00+00:00,57.20404619193508,57.28249999999999,57.360953808064906,57.193221252647234,57.27167506071215,57.35012886877706,50.15222870027214,0.024269864013596987,-0.005525040618448697,0.029794904632045684,hold,hold,hold,hold
57.26,57.26,57.26,57.26,126.0,2025-08-25 10:23:00+00:00,57.21894778154389,57.28599999999999,57.353052218456085,57.20351093171204,57.27056315016814,57.337615368624235,50.15222870027215,0.02049984627753787,-0.007436046683606253,0.027935892961144123,hold,hold,hold,hold
57.24,57.24,57.24,57.24,325.0,2025-08-25 10:24:00+00:00,57.21402857726267,57.28399999999999,57.35397142273732,57.19768095122432,57.267652373961646,57.33762379669897,48.00514702343636,0.015717070600821614,-0.009775057888258009,0.025492128489079623,hold,hold,hold,hold
57.24,57.24,57.24,57.24,2048.0,2025-08-25 10:25:00+00:00,57.21402857726267,57.28399999999999,57.35397142273732,57.195047391799406,57.26501881453673,57.334990237274056,48.005147023436365,0.011790769764637332,-0.010961086979553836,0.022751856744191168,hold,hold,hold,hold
57.19,57.19,57.19,57.19,400.0,2025-08-25 10:26:00+00:00,57.19900617307542,57.279999999999994,57.36099382692457,57.176880338608655,57.25787416553323,57.33886799245781,42.70436471175103,0.004591636405642419,-0.014528176270839,0.01911981267648142,buy,hold,hold,hold
57.15,57.15,57.12,57.12,1096.0,2025-08-25 10:28:00+00:00,57.168094381641524,57.274,57.37990561835848,57.138837674266824,57.2447432926253,57.35064891098378,36.60956482575977,-0.006685082167997791,-0.02064391587558337,0.013958833707585577,buy,buy,hold,hold
57.16,57.16,57.16,57.16,320.0,2025-08-25 10:29:00+00:00,57.15087937306449,57.266999999999996,57.3831206269355,57.12055187591596,57.23667250285146,57.35279312978697,41.727529139155585,-0.01225305162405732,-0.020969508265314317,0.008716456641256998,hold,hold,hold,hold
57.15,57.15,57.15,57.15,184.0,2025-08-25 10:30:00+00:00,57.13411605387441,57.259,57.38388394612559,57.10353403264478,57.22841797877037,57.353301924895966,40.83979731283917,-0.01727350573779063,-0.020791969903238103,0.003518464165447473,hold,hold,hold,hold
57.15,57.15,57.15,57.15,690.0,2025-08-25 10:31:00+00:00,57.121012172839976,57.25449999999999,57.38798782716001,57.087461772679845,57.22094959983986,57.35443742699988,40.839797312839174,-0.02101006088971502,-0.019622820044129994,-0.0013872408455850261,hold,hold,hold,hold
57.13,57.14,57.13,57.14,962.0,2025-08-25 10:32:00+00:00,57.105890611978054,57.246500000000005,57.387109388021955,57.072630726118874,57.213240114140824,57.353849502162774,39.85640543750256,-0.02449585126925058,-0.018486888338932445,-0.006008962930318136,hold,hold,hold,hold
57.14,57.14,57.14,57.14,239.0,2025-08-25 10:33:00+00:00,57.093851122524704,57.2375,57.38114887747529,57.062615987699736,57.20626486517503,57.34991374265032,39.85640543750255,-0.02694772861767092,-0.016751012549882226,-0.010196716067788693,hold,hold,hold,hold
57.15,57.15,57.15,57.15,392.0,2025-08-25 10:34:00+00:00,57.08880969752748,57.2275,57.36619030247252,57.06221600411441,57.20090630658693,57.33959660905945,41.49035947003486,-0.02776389772407839,-0.014053745325031758,-0.013710152399046632,hold,hold,hold,hold
57.14,57.14,57.14,57.14,777.0,2025-08-25 10:37:00+00:00,57.08073937653865,57.21900000000001,57.357260623461364,57.05684508249824,57.1951057059596,57.333366329420954,40.310966992460855,-0.02888466955701574,-0.012139613726375287,-0.016745055830640454,hold,hold,hold,hold
57.17,57.18,57.17,57.18,699.0,2025-08-25 10:39:00+00:00,57.08357943651071,57.21099999999999,57.33842056348927,57.0662465038075,57.19366706729678,57.32108763078606,46.822506685067616,-0.026242713932610684,-0.007598126481576182,-0.018644587451034502,hold,hold,hold,hold
57.16,57.16,57.14,57.14,699.0,2025-08-25 10:40:00+00:00,57.07651953274061,57.204499999999996,57.33248046725938,57.06057545077103,57.18855591803042,57.3165363852898,41.89998437167155,-0.027064626603703346,-0.006736031322135072,-0.020328595281568274,hold,hold,hold,hold
57.14,57.16,57.14,57.16,354.0,2025-08-25 10:41:00+00:00,57.07277589021843,57.1995,57.32622410978157,57.05911219700785,57.18583630678942,57.31256041657099,45.012772378599536,-0.02580470488900488,-0.0043808876859492835,-0.021423817203055598,hold,hold,hold,hold
57.18,57.18,57.18,57.18,283.0,2025-08-25 10:43:00+00:00,57.071196153905674,57.19599999999999,57.32080384609431,57.060476621953256,57.18528046804757,57.31008431414189,48.012337333674054,-0.022928074430033973,-0.001203405781582699,-0.021724668648451274,hold,hold,hold,sell
57.18,57.18,57.18,57.18,204.0,2025-08-25 10:44:00+00:00,57.07218922607803,57.190999999999995,57.30981077392196,57.0659667924068,57.18477756632876,57.30358834025073,48.012337333674054,-0.020413015529932466,0.0010493224948150484,-0.021462338024747514,hold,hold,hold,hold
57.17,57.17,57.17,57.17,965.0,2025-08-25 10:45:00+00:00,57.08258087831524,57.18300000000001,57.28341912168477,57.08295105737459,57.18337017905936,57.283789300744125,46.54014829083267,-0.019007621627793014,0.0019637731175635997,-0.020971394745356614,hold,hold,hold,hold
57.16,57.17,57.16,57.17,204.0,2025-08-25 10:47:00+00:00,57.09417090981844,57.176,57.257829090181566,57.10026773849119,57.182096828672755,57.26392591885432,46.540148290832676,-0.01768991846654444,0.00262518102304974,-0.02031509948959418,hold,hold,hold,hold
57.16,57.16,57.16,57.16,169.0,2025-08-25 10:48:00+00:00,57.09863978993989,57.17100000000001,57.243360210060125,57.10763215873904,57.179992368799155,57.25235257885927,44.94194520487283,-0.017253656235176607,0.0024491546035340615,-0.019702810838710668,hold,hold,hold,hold
57.13,57.13,57.13,57.13,1728.0,2025-08-25 10:50:00+00:00,57.102701941778506,57.1645,57.22629805822149,57.113433132596796,57.17523119081829,57.23702924903978,40.453776148151675,-0.019108394871743428,0.00047553277357379256,-0.01958392764531722,hold,hold,hold,buy
57.12,57.12,57.08,57.09,2114.0,2025-08-25 10:55:00+00:00,57.09730075377403,57.157000000000004,57.21669924622598,57.10741468832391,57.16711393454988,57.226813180775856,35.38033423275325,-0.023534661383330047,-0.0031605869904102607,-0.020374074392919786,buy,buy,hold,hold
57.09,57.09,57.09,57.09,179.0,2025-08-25 10:57:00+00:00,57.09603038245927,57.1495,57.20296961754074,57.1063001327663,57.159769750307035,57.21323936784777,35.38033423275325,-0.02673433273704262,-0.005088206675298267,-0.021646126061744354,buy,buy,hold,hold
57.1,57.1,57.1,57.1,203.0,2025-08-25 10:59:00+00:00,57.09077823315352,57.145,57.199221766846485,57.09985562628845,57.15407739313493,57.208299159981415,37.64761886410522,-0.028138812199500762,-0.005194148910205126,-0.022944663289295637,hold,hold,hold,hold
57.09,57.11,57.06,57.1,1737.0,2025-08-25 11:00:00+00:00,57.087290212485364,57.14399999999999,57.20070978751462,57.092217377702696,57.14892716521732,57.20563695273195,37.64761886410521,-0.02891851762223041,-0.004779083466347818,-0.024139434155882593,hold,hold,hold,hold
57.08,57.08,57.08,57.08,1021.0,2025-08-25 11:01:00+00:00,57.07739009663037,57.14000000000001,57.20260990336965,57.07975276992222,57.14236267329186,57.204972576661504,34.81428242313133,-0.03079528377825369,-0.0053246796978968745,-0.025470604080356816,hold,hold,hold,hold
57.12,57.12,57.12,57.12,535.0,2025-08-25 11:02:00+00:00,57.07548412898359,57.1385,57.20151587101641,57.0772170238667,57.14023289488311,57.203248765899524,43.90682486667717,-0.02872385801697419,-0.0026026031492938986,-0.026121254867680292,hold,hold,hold,sell
57.15,57.15,57.14,57.15,2945.0,2025-08-25 11:03:00+00:00,57.0754841289836,57.13850000000001,57.20151587101642,57.078147224354026,57.14116309537044,57.20417896638685,49.58652570810956,-0.024380446289285373,0.0013926468627159377,-0.02577309315200131,hold,hold,hold,hold
57.17,57.17,57.17,57.17,827.0,2025-08-25 11:05:00+00:00,57.07550193801396,57.14,57.204498061986044,57.07941140525388,57.14390946723992,57.208407529225966,53.003006166839214,-0.0191042069437799,0.005335108966577132,-0.024439315910357032,hold,hold,hold,hold
