open,high,low,close,volume,datetime,BBANDS_lower_SMA,BBANDS_mid_SMA,BBANDS_upper_SMA,BBANDS_lower_EMA,BBANDS_mid_EMA,BBANDS_upper_EMA,RSI,MACD,MACD_hist,MACD_sig,BBands_SMA_result,BBands_EMA_result,RSI_result,MACD_result
57.03,57.03,57.03,57.03,575.0,2025-08-25 08:40:00+00:00,56.751350771767605,56.895500000000006,57.039649228232406,56.764170582327914,56.908319810560315,57.052469038792715,66.16758762995966,0.02463857728410801,0.02653736875172699,-0.001898791467618979,hold,hold,hold,hold
57.09,57.1,57.09,57.1,2039.0,2025-08-25 08:41:00+00:00,56.73483735636969,56.903999999999996,57.073162643630305,56.757412423067116,56.926575066697424,57.09573771032773,71.10836206734346,0.036314495496149846,0.03057062957101506,0.005743865925134786,sell,sell,sell,hold
57.12,57.16,57.12,57.16,1053.0,2025-08-25 08:42:00+00:00,56.715950501114236,56.918000000000006,57.12004949888578,56.74675651384047,56.94880601272624,57.15085551161201,74.54039618621192,0.04983477904693956,0.03527273049744382,0.014562048549495742,sell,sell,sell,hold
57.18,57.18,57.12,57.12,2309.0,2025-08-25 08:43:00+00:00,56.70820247391315,56.9285,57.14879752608685,56.74481267590355,56.965110201990406,57.18540772807726,68.68278234900902,0.056668792893894704,0.03368539547551917,0.022983397418375535,hold,hold,hold,hold
57.13,57.13,57.13,57.13,1041.0,2025-08-25 08:44:00+00:00,56.700360800372465,56.9375,57.174639199627535,56.7436747926495,56.980813992277035,57.21795319190457,69.33163247296613,0.062174999835022504,0.03135328193331757,0.03082171790170493,hold,hold,hold,hold
57.1,57.11,57.1,57.11,478.0,2025-08-25 08:46:00+00:00,56.697210932716104,56.94599999999999,57.19478906728388,56.7443283543001,56.99311742158399,57.241906488867876,66.36989192709817,0.06418499103009623,0.026690618502713037,0.03749437252738319,hold,hold,hold,hold
57.1,57.1,57.08,57.08,1084.0,2025-08-25 08:47:00+00:00,56.69966868324325,56.95450000000001,57.20933131675677,56.746560636104945,57.0013919528617,57.25622326961846,62.08556904781503,0.06263515517403562,0.02011262611732194,0.04252252905671368,hold,hold,hold,hold
57.13,57.13,57.13,57.13,195.0,2025-08-25 08:48:00+00:00,56.703629538482424,56.967,57.23037046151757,56.75026987678587,57.013640338303446,57.27701079982102,66.0223224070156,0.0646957093589009,0.017738544241749768,0.04695716511715113,hold,hold,hold,hold
57.13,57.13,57.13,57.13,297.0,2025-08-25 08:49:00+00:00,56.733381710875925,56.986000000000004,57.238618289124084,56.7721039217219,57.02472221084598,57.27734049997006,66.0223224070156,0.06557283062215902,0.0148925324040063,0.05068029821815272,hold,hold,hold,hold
57.18,57.18,57.18,57.18,631.0,2025-08-25 08:50:00+00:00,56.76087630407476,57.006499999999996,57.25212369592523,56.79388687579256,57.03951057171779,57.28513426764302,69.67419313862236,0.06950136915465066,0.01505685674919835,0.05444451240545231,hold,hold,hold,hold
57.18,57.19,57.18,57.19,787.0,2025-08-25 08:51:00+00:00,56.78966461413047,57.0265,57.263335385869524,56.81700751235133,57.05384289822086,57.29067828409038,70.36032845031211,0.07258496636211476,0.014512363165329951,0.058072603196784804,hold,hold,sell,hold
57.19,57.19,57.19,57.19,861.0,2025-08-25 08:53:00+00:00,56.806883786636064,57.042500000000004,57.278116213363944,56.8311940278835,57.06681024124744,57.30242645461138,70.36032845031212,0.07417371099631254,0.012880886239622184,0.06129282475669035,hold,hold,sell,hold
57.21,57.26,57.21,57.26,3422.0,2025-08-25 08:55:00+00:00,56.82220008340293,57.062,57.30179991659706,56.845409349293476,57.08520926589054,57.325009182487605,74.95975230457923,0.08015721507158702,0.015091512251917336,0.06506570281966968,hold,hold,sell,hold
57.16,57.16,57.16,57.16,767.0,2025-08-25 08:56:00+00:00,56.86619505397212,57.079499999999996,57.29280494602787,56.87902724692071,57.09233219294858,57.30563713897646,60.51313031230445,0.07595446510124759,0.008711009825262322,0.06724345527598527,hold,hold,hold,hold
57.16,57.22,57.16,57.22,1945.0,2025-08-25 08:57:00+00:00,56.893081297067134,57.09599999999999,57.298918702932845,56.90157232878253,57.10449103171538,57.30740973464824,64.88589138673628,0.07658245911193973,0.00747120306876356,0.06911125604317617,hold,hold,hold,hold
57.19,57.21,57.18,57.18,2655.0,2025-08-25 08:58:00+00:00,56.928129497999414,57.1105,57.29287050200059,56.92931186002762,57.111682362028205,57.29405286402879,60.107057505698826,0.07301085944382635,0.003119682720520142,0.0698911767233062,hold,hold,hold,hold
57.24,57.24,57.23,57.23,330.0,2025-08-25 08:59:00+00:00,56.95897904323126,57.126,57.293020956768736,56.95592975173297,57.122950708501705,57.28997166527044,63.70544426462674,0.07336916899794943,0.002782393819714568,0.07058677517823486,hold,hold,hold,buy
57.19,57.19,57.16,57.17,1896.0,2025-08-25 09:00:00+00:00,56.99649381638974,57.138,57.27950618361026,56.985925409796046,57.12743159340631,57.26893777701657,57.054715415581754,0.06802745518425013,-0.002047455995187797,0.07007491117943793,hold,hold,hold,hold
57.15,57.15,57.13,57.13,2404.0,2025-08-25 09:01:00+00:00,57.023766684921746,57.14549999999999,57.267233315078236,57.005942888479844,57.12767620355809,57.249409518636334,53.076499162624124,0.05987622692354222,-0.008158947404716566,0.06803517432825879,hold,hold,hold,hold
57.14,57.15,57.14,57.14,3339.0,2025-08-25 09:02:00+00:00,57.047195419947705,57.152,57.2568045800523,57.02404531840502,57.12884989845732,57.233654478509614,53.94113800060244,0.053605307609046804,-0.011543893375369582,0.06514920098441639,hold,hold,hold,hold
57.16,57.16,57.16,57.16,702.0,2025-08-25 09:03:00+00:00,57.069894131120236,57.15849999999999,57.24710586887974,57.04321070591496,57.13181657479471,57.220422443674465,55.699341709625685,0.0496767490850516,-0.012377961519491831,0.06205471060454343,hold,hold,hold,hold
57.19,57.19,57.19,57.19,600.0,2025-08-25 09:04:00+00:00,57.07765364682697,57.163,57.24834635317303,57.052011500212664,57.137357853385694,57.222704206558724,58.2724318798096,0.048425864212006786,-0.010903077114029318,0.059328941326036104,hold,hold,hold,hold
57.17,57.17,57.12,57.12,1201.0,2025-08-25 09:05:00+00:00,57.073615790900554,57.161,57.24838420909945,57.04832051539237,57.135704724491816,57.223088933591264,50.85073027959185,0.04130991892159841,-0.014415217923550161,0.05572513684514857,hold,hold,hold,hold
57.08,57.09,57.04,57.09,916.0,2025-08-25 09:06:00+00:00,57.06840115258723,57.1595,57.250598847412775,57.04025304617506,57.13135189358783,57.22245074100061,48.02754959942914,0.032870817410064035,-0.01828345554806763,0.051154272958131665,hold,hold,hold,hold
57.04,57.09,57.04,57.09,713.0,2025-08-25 09:07:00+00:00,57.06223720558404,57.15749999999999,57.25276279441594,57.03215082359209,57.12741361800804,57.22267641242399,48.027549599429136,0.025884389531675822,-0.020215906741164677,0.0461002962728405,hold,hold,hold,hold
57.13,57.13,57.07,57.07,1493.0,2025-08-25 09:09:00+00:00,57.05480739848461,57.1555,57.256192601515394,57.02125305287284,57.12194565438823,57.22263825590362,46.05077771366634,0.01852027208244067,-0.022064019352319865,0.040584291434760535,hold,hold,hold,hold
57.1,57.1,57.1,57.1,154.0,2025-08-25 09:10:00+00:00,57.05846429221995,57.15650000000001,57.254535707780065,57.021819884285485,57.11985559206554,57.2178912998456,49.41412225751757,0.014932769555748848,-0.02052121750320935,0.0354539870589582,hold,hold,hold,hold
57.08,57.08,57.08,57.08,566.0,2025-08-25 09:11:00+00:00,57.05096602502117,57.153999999999996,57.257033974978825,57.013025846413804,57.11605982139263,57.21909379637146,47.29715279771361,0.01035643259544372,-0.020078043570811582,0.030434476166255303,hold,hold,hold,hold
57.14,57.14,57.14,57.14,152.0,2025-08-25 09:15:00+00:00,57.05184036820669,57.1545,57.25715963179331,57.015680206609545,57.118339838402854,57.22099947019616,53.70488836556666,0.011439286172461038,-0.015196151995035413,0.02663543816749645,hold,hold,hold,hold
57.15,57.15,57.15,57.15,414.0,2025-08-25 09:17:00+00:00,57.05100000000031,57.153,57.25499999999969,57.019355091888606,57.1213550918883,57.22335509188799,54.6935862900405,0.012955034289248601,-0.010944323102598283,0.023899357391846884,hold,hold,hold,hold
57.17,57.17,57.17,57.17,156.0,2025-08-25 09:21:00+00:00,57.05108419350797,57.152,57.252915806492034,57.02507213378785,57.125987940279884,57.22690374677192,56.68596463432376,0.015590392109643858,-0.0066471722257624224,0.02223756433540628,hold,hold,hold,hold
57.18,57.18,57.16,57.16,1675.0,2025-08-25 09:22:00+00:00,57.05100628160563,57.1505,57.24999371839437,57.02973346566838,57.12922718406275,57.22872090245712,55.374735828980704,0.01667974205885514,-0.004446257821240914,0.021125999880096055,hold,hold,hold,hold
57.13,57.13,57.13,57.13,362.0,2025-08-25 09:23:00+00:00,57.057883799433895,57.14399999999999,57.23011620056609,57.04318458501449,57.12930078558058,57.21541698614668,51.52420852639155,0.014949976440043145,-0.004940818752042331,0.019890795192085475,hold,hold,hold,hold
57.09,57.09,57.09,57.09,953.0,2025-08-25 09:24:00+00:00,57.05162368144472,57.14050000000001,57.2293763185553,57.036681535065235,57.12555785362053,57.21443417217582,46.84673549397263,0.010233493673844407,-0.0077258412145928546,0.01795933488843726,hold,hold,hold,hold
57.13,57.13,57.13,57.13,125.0,2025-08-25 09:25:00+00:00,57.0549074602695,57.136,57.21709253973051,57.04488837544997,57.12598091518048,57.20707345491098,51.58048309953711,0.009612505823703543,-0.006677463251786975,0.016289969075490518,hold,hold,hold,hold
57.13,57.13,57.13,57.13,339.0,2025-08-25 09:27:00+00:00,57.05494428728639,57.133500000000005,57.21205571271362,57.047807972449675,57.12636368516329,57.20491939787691,51.58048309953711,0.009016432655371887,-0.005818829136094907,0.014835261791466794,hold,hold,hold,hold
57.1,57.14,57.1,57.14,517.0,2025-08-25 09:28:00+00:00,57.06391543961932,57.129,57.194084560380674,57.06257782143373,57.1276623818144,57.19274694219508,52.79928496131385,0.009244393191224276,-0.004472694880194014,0.01371708807141829,hold,hold,hold,hold
57.1,57.13,57.08,57.11,2010.0,2025-08-25 09:29:00+00:00,57.06326245143499,57.126,57.18873754856501,57.06324270164802,57.12598025021303,57.18871779877804,48.828368010656824,0.006924483147344063,-0.005434083939259383,0.012358567086603446,hold,hold,hold,sell
57.19,57.22,57.19,57.22,499.0,2025-08-25 09:32:00+00:00,57.05554001067273,57.130500000000005,57.20545998932728,57.05997452277023,57.13493451209751,57.209894501424785,60.5453772428207,0.013802907094195405,0.0011554720060735664,0.012647435088121838,sell,sell,hold,hold
57.22,57.24,57.22,57.24,1670.0,2025-08-25 09:33:00+00:00,57.0466236814447,57.1355,57.2243763185553,57.05606443048531,57.14494074904061,57.23381706759591,62.23838914193475,0.020630129193925484,0.006386155284642916,0.014243973909282568,sell,sell,hold,hold
57.22,57.22,57.22,57.22,887.0,2025-08-25 09:34:00+00:00,57.04273466180322,57.1385,57.23426533819678,57.056323910935205,57.15208924913198,57.24785458732876,59.48931915068442,0.024148549594642077,0.007923660548287609,0.016224889046354468,hold,hold,hold,hold
57.23,57.23,57.22,57.22,440.0,2025-08-25 09:35:00+00:00,57.040200200401294,57.14,57.23979979959871,57.05875714009213,57.15855693969084,57.258356739289546,59.48931915068442,0.02662994962831533,0.008324048465568688,0.018305901162746642,hold,hold,hold,hold
57.25,57.25,57.25,57.25,973.0,2025-08-25 09:36:00+00:00,57.03635918104562,57.14649999999999,57.25664081895436,57.057124983623055,57.167265802577425,57.277406621531796,62.38004156909798,0.030663753647537817,0.009886281987832937,0.02077747165970488,hold,hold,hold,hold
57.26,57.27,57.25,57.25,880.0,2025-08-25 09:37:00+00:00,57.0388323727228,57.1545,57.270167627277196,57.0594776226738,57.175145249951,57.2908128772282,62.380041569097976,0.03347469692587168,0.01015778021293344,0.023316916712938243,hold,hold,hold,hold
57.23,57.24,57.21,57.21,1257.0,2025-08-25 09:38:00+00:00,57.046399167400345,57.1605,57.27460083259965,57.06436391735601,57.178464749955666,57.29256558255532,56.180873139631096,0.03210464169463734,0.007030179985359274,0.025074461709278063,hold,hold,hold,hold
57.22,57.23,57.22,57.23,497.0,2025-08-25 09:39:00+00:00,57.058540916701105,57.168499999999995,57.278459083298884,57.07341378570862,57.183372869007506,57.293331952306396,58.40657577314014,0.03226081333177433,0.005749081297997012,0.026511732033777317,hold,hold,hold,buy
57.17,57.18,57.07,57.07,3702.0,2025-08-25 09:40:00+00:00,57.05261468625766,57.166999999999994,57.28138531374233,57.05819013916923,57.17257545291156,57.28696076665389,40.627812993234265,0.019251992667626894,-0.00580779149292034,0.025059784160547233,hold,hold,hold,hold
57.09,57.15,57.09,57.15,553.0,2025-08-25 09:41:00+00:00,57.062894238072815,57.170500000000004,57.27810576192719,57.062819647849935,57.170425409777124,57.27803117170431,48.98884084077024,0.015222267159614944,-0.007870013600745834,0.023092280760360778,hold,hold,hold,hold
57.1,57.1,57.1,57.1,1128.0,2025-08-25 09:42:00+00:00,57.057275002809924,57.168499999999995,57.279724997190065,57.05249323070352,57.16371822789359,57.27494322508366,44.74743821422927,0.007902997691410008,-0.012151426455160617,0.020054424146570625,hold,hold,hold,hold
